Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013687,Auckland,"Auckland, St Heliers",1987
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013753,Auckland,"Auckland, St Heliers",1987
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013775,Auckland,"Auckland, St Heliers",1987
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013797,Auckland,"Auckland, St Heliers",1987
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013819,Auckland,"Auckland, St Heliers",1987
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013667,Auckland,"Auckland, Henderson",1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013689,Auckland,"Auckland, Henderson",1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013711,Auckland,"Auckland, Henderson",1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013733,Auckland,"Auckland, Henderson",1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013821,Auckland,"Auckland, Henderson",1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013709,Auckland,"Auckland, St Lukes",1991
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013731,Auckland,"Auckland, St Lukes",1991
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013755,Auckland,"Auckland, St Lukes",1991
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013777,Hawkes Bay,Napier,1990
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013799,Hawkes Bay,Napier,1990
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013834,,,1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013856,,,1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013878,,,1989
Coccidae,Pulvinaria,Pulvinaria mesembryanthemi,Aizoaceae,Mesembryanthemum crystallinum,Exotic,NZAC,NZAC02013900,,,1989
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium sativum,Exotic,NZAC,,Auckland,"Balmoral, Green Rebel vegetable shop",2004
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium,Exotic,NZAC,,Auckland,"Mt Albert, Mt Albert Research Centre",2008
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium schoenoprasum,Exotic,CNC,,Auckland,"Mount Albert, 40 Preston Ave",2008
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium sativum,Exotic,PANZ,,Auckland,"Mount Albert, glasshouse",1978
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium,Exotic,CNC,,Mid Canterbury,"Cashmere, Hackthorne Rd",2006
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium sativum,Exotic,PANZ,,Auckland,"Mount Albert, MARC",1975
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium sativum,Exotic,PANZ,,Auckland,"Mount Albert, MARC",1975
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,CNC,,Auckland,"Auckland, Birkenhead",1963
Aphididae,Myzus,Myzus ascalonicus,Alliaceae,Allium schoenoprasum,Exotic,BMNH,,Wellington,"Levin, Queen St",1966
Aphididae,Myzus,Myzus ascalonicus,Alliaceae,Allium schoenoprasum,Exotic,PCNZ,,Wellington,"Levin, Queen St",1966
Aphididae,Rhopalosiphum,Rhopalosiphum padi,Alliaceae,Allium cepa,Exotic,BMNH,,Wanganui,Palmerston North,1930
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium schoenoprasum,Exotic,BMNH,,Auckland,Mount Albert,1983
Aphididae,Myzus,Myzus cymbalariae,Alliaceae,Allium cepa,Exotic,BMNH,,Mid Canterbury,Chirstchurch,1964
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium triquetum,Exotic,NZAC,,Auckland,Stanley Bay,1962
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,PCNZ,,Wairarapa,Dannevirke,1981
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium ascalonicum,Exotic,PANZ,,Auckland,Henderson,1983
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium sativum,Exotic,PANZ,,Northland,Whangarei,2000
Aphididae,Myzus,Myzus cymbalariae,Alliaceae,Allium cepa,Exotic,PCNZ,,Auckland,Pakuranga,1977
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium,Exotic,NZAC,,Auckland,Glen Eden,1991
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium schoenoprasum,Exotic,CNC,,Mid Canterbury,Burnside,2006
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium schoenoprasum,Exotic,PANZ,,Hawkes Bay,Haumoana,1983
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,BMNH,,Auckland,Auckland,1965
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,BMNH,,Auckland,Pukekohe,1983
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,BMNH,,Auckland,Pukekohe,1983
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,PANZ,,Auckland,Auckland,1977
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium cepa,Exotic,PCNZ,,Auckland,Pukekohe,1962
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium cepa,Exotic,PCNZ,,Bay of Plenty,Katikati,1968
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium cepa,Exotic,PCNZ,,Wanganui,Wanganui,1966
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium,Exotic,NZAC,,Auckland,New Lynn,1996
Aphididae,Myzus,Myzus ascalonicus,Alliaceae,Allium,Exotic,,,Bay of Plenty,Katikati,1956
Aphididae,Neotoxoptera,Neotoxoptera violae,Alliaceae,Allium schoenoprasum,Exotic,PCNZ,,Nelson ,Appleby,1979
Aphididae,Aulacorthum,Aulacorthum solani,Alliaceae,Allium cepa,Exotic,PANZ,,Waikato,Horotiu,1978
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium cepa,Exotic,PANZ,,Waikato,Horotiu,1978
Aphididae,Myzus,Myzus cymbalariae,Alliaceae,Allium,Exotic,PFNZ,,Mid Canterbury,Lincoln,1964
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium,Exotic,PFNZ,,Mid Canterbury,Lincoln,1998
Aphididae,Neotoxoptera,Neotoxoptera formosana,Alliaceae,Allium sativum,Exotic,PCNZ,,Wellington,Levin,1981
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium cepa,Exotic,PCNZ,,Wellington,Levin,1967
Aphididae,Neotoxoptera,Neotoxoptera oliveri,Alliaceae,Allium sativum,Exotic,PCNZ,,,,1976
Pemphigidae,Smynthurodes,Smynthurodes betae,Alliaceae,Allium sativum,Exotic,PANZ,,Waikato,Morrinsville,1982
Diaspididae,Lindingaspis,Lindingaspis rossi,Alseuosmiaceae,Alseuosmia macrophylla,Endemic,NZAC,NZAC02000890,Wellington,"Wellington, Otari Native Botanic Garden",2003
Diaspididae,Aspidiotus,Aspidiotus nerii,Alseuosmiaceae,Alseuosmia macrophylla,Endemic,NZAC,NZAC02005752,Auckland,"Waitakere Ra, Goodfellow Track",2006
Diaspididae,Lindingaspis,Lindingaspis rossi,Alseuosmiaceae,Alseuosmia macrophylla,Endemic,NZAC,NZAC02005755,Auckland,"Waitakere Ra, Goodfellow Track",2006
Aphididae,Hyadaphis,Hyadaphis passerinii,Alstroemeriaceae,Alstroemeria psittacina,Exotic,BMNH,,Wanganui,Palmerston North,1930
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Amaranthaceae,Chenopodium album,Exotic,,,Central Otago,"Alexandra, Orchard Institute",1931
Aphididae,Myzus,Myzus persicae,Amaranthaceae,Beta,Exotic,CNC,,Mid Canterbury,"Christchurch, 57 Rugby St",1944
Aphididae,Brachycaudus,Brachycaudus helichrysi,Amaranthaceae,Spinacia oleracea,Exotic,BMNH,,Wanganui,Palmerston North,
Aphididae,Aulacorthum,Aulacorthum solani,Amaranthaceae,Spinacia oleracea,Exotic,NZAC,,Wanganui,Palmerston North,1931
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Amaranthaceae,Spinacia oleracea,Exotic,,,Wanganui,Palmerston North,1931
Aphididae,Myzus,Myzus persicae,Amaranthaceae,Spinacia oleracea,Exotic,,,Wanganui,Palmerston North,1931
Aphididae,Myzus,Myzus persicae,Amaranthaceae,Beta vulgaris,Exotic,BMNH,,Auckland,Mount Albert,1975
Aphididae,Myzus,Myzus persicae,Amaranthaceae,Beta vulgaris,Exotic,CNC,,Southland,Invercargill,1977
Aphididae,Aulacorthum,Aulacorthum solani,Amaranthaceae,Beta vulgaris,Exotic,PCNZ,,Mid Canterbury,Templeton,1980
Aphididae,Myzus,Myzus persicae,Amaranthaceae,Beta vulgaris,Exotic,PANZ,,Auckland,Auckland,1975
Aphididae,Brachycaudus,Brachycaudus helichrysi,Amaranthaceae,Salicornia,Indigenous,CNC,,Nelson,Riwaka,1983
Aphididae,Aphis,Aphis gossypii,Amaranthaceae,Spinacia oleracea,Exotic,BMNH,,,,
Coccidae,Saissetia,Saissetia coffeae,Amaranthaceae,Alternanthera philoxeroides,Exotic,NZAC,NZAC02014160,Auckland,"Auckland, Mt Albert Research Centre",1993
Coccidae,Coccus,Coccus hesperidum,Amaranthaceae,Aternanthera philoxeroides,Exotic,NZAC,NZAC02013424,Auckland,"Auckland, Mt Albert Research Centre",1993
Coccidae,Coccus,Coccus hesperidum,Amaranthaceae,Aternanthera philoxeroides,Exotic,NZAC,NZAC02013446,Auckland,"Auckland, Mt Albert Research Centre",1993
Coccidae,Coccus,Coccus hesperidum,Amaranthaceae,Aternanthera philoxeroides,Exotic,NZAC,NZAC02013468,Auckland,"Auckland, Mt Albert Research Centre",1993
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Amaranthaceae,Salicornia,Indigenous,NZAC,NZAC02022118,Nelson,Riwaka wharf,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Amaranthaceae,Salicornia,Indigenous,NZAC,NZAC02022131,Nelson,Riwaka wharf,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Amaranthaceae,Salicornia,Indigenous,NZAC,NZAC02022132,Nelson,Riwaka wharf,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Amaranthaceae,Salicornia,Indigenous,NZAC,NZAC02022143,Nelson,Riwaka wharf,1983
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Amaranthaceae,Salicornia,Indigenous,NZAC,NZAC02022175,Nelson,Riwaka wharf,1983
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023032,Central Otago,"Earnscleugh, DSIR Research Orchard",1982
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023094,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023343,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023346,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023351,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023354,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023359,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023363,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023369,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023381,Auckland,"Titirangi, Hilling St",1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023517,Wanganui,Palmerston North,1930
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium ampeloprasum,Exotic,NZAC,NZAC02023055,Southland,Invercargill,1977
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium ampeloprasum,Exotic,NZAC,NZAC02023366,Southland,Invercargill,1977
Thripidae,Pezothrips,Pezothrips kellyanus,Amaryllidaceae,Hippeastrum,Exotic,NZAC,NZAC02022664,Auckland,Tahuna Torea,1985
Thripidae,Pezothrips,Pezothrips kellyanus,Amaryllidaceae,Hippeastrum,Exotic,NZAC,NZAC02022666,Auckland,Tahuna Torea,1985
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023110,Mid Canterbury,Christchurch,1985
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023344,Auckland,Titirangi,1974
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023353,Auckland,Pukekohe,1975
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023520,Auckland,Pukekohe,1950
Thripidae,Thrips,Thrips tabaci,Amaryllidaceae,Allium cepa,Exotic,NZAC,NZAC02023521,Auckland,Pukekohe,1950
Thripidae,Thrips,Thrips simplex,Amaryllidaceae,Allium sativum,Exotic,NZAC,NZAC02023051,Auckland,Mt Eden,1976
Thripidae,Thrips,Thrips simplex,Amaryllidaceae,Allium sativum,Exotic,NZAC,NZAC02023134,Auckland,Mt Eden,1976
Thripidae,Thrips,Thrips simplex,Amaryllidaceae,Allium sativum,Exotic,NZAC,NZAC02023147,Auckland,Mt Eden,1976
Diaspididae,Hemiberlesia,Hemiberlesia lataniae,Anacardiaceae,Mangifera indica,Exotic,NZAC,NZAC02000854,Auckland,"Auckland, Mt Albert Research Centre",1981
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Anacardiaceae,Mangifera indica,Exotic,NZAC,NZAC02001041,Auckland,"Auckland, Mt Albert Research Centre",1981
Aphididae,Aulacorthum,Aulacorthum solani,Annonaceae,Annona cherimola,Exotic,PANZ,,Auckland,Ellerslie,1983
Aphididae,Dysaphis,Dysaphis foeniculus,Apiaceae,Aciphylla,Indigenous,CNC,,,Point Weeding,1967
Aphididae,Myzus,Myzus ascalonicus,Apiaceae,Azorella polaris,Indigenous,NZAC,,Campbell Islands,Lookout Bay,1961
Curculionidae,Pentarthrum,Pentarthrum carmichaeli,Apiaceae,Anisotome,Indigenous,NZAC,NZAC04199955,Auckland Islands,"Magnetic Cove Station, Adams Island",1966
Phlaeothripidae,Nesothrips,Nesothrips propinquus,Apiaceae,Aciphylla colensoi,Endemic,NZAC,NZAC02021841,Dunedin,"Mt Watkins, Waikouaiti",1968
Thripidae,Pezothrips,Pezothrips kellyanus,Apiaceae,Angelica archangelica,Exotic,NZAC,NZAC02022641,Auckland,Mt Albert,1982
Thripidae,Pezothrips,Pezothrips kellyanus,Apiaceae,Angelica archangelica,Exotic,NZAC,NZAC02022674,Auckland,Mt Albert,1982
Aphididae,Aphis,Aphis spiraecola,Apocynaceae,Parsonia capsularis,Endemic,NZAC,,Northland,"Tapotupotu Bay, west bank stream",2002
Aphididae,Myzus,Myzus hemerocallis,Apocynaceae,Hoya,Exotic,CNC,,Bay of plenty,"Papamoa, 1172 Papamoa Beach Road",2009
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus fruticosus,Exotic,CNC,,Auckland,"Mount Albert, 40 Preston Ave",2008
Aphididae,Aulacorthum,Aulacorthum solani,Apocynaceae,Hoya carnosa,Exotic,NZAC,,Wanganui,"Palmerston North, Harrisons",1960
Aphididae,Aphis,Aphis nerii,Apocynaceae,Plumeria,Exotic,CNC,,Auckland,"Mount Albert, 40 Preston Ave",2008
Aphididae,Aphis,Aphis spiraecola,Apocynaceae,Parsonsia heterophylla,Endemic,CNC,,Auckland,"Akoranga, Smiths Bush East",2008
Aphididae,Aulacorthum,Aulacorthum solani,Apocynaceae,Parsonsia heterophylla,Endemic,CNC,,Mid Canterbury,"Riccarton, Riccarton Bush",2004
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Apocynaceae,Parsonsia heterophylla,Endemic,CNC,,Mid Canterbury,"Riccarton, Riccarton Bush",2004
Aphididae,Neomyzus,Neomyzus circumflexus,Apocynaceae,Parsonsia heterophylla,Endemic,CNC,,Mid Canterbury,"Riccarton, Riccarton Bush",2004
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus fruticosus,Exotic,NZAC,,Auckland,"Auckland, Mount Albert",1956
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,PCNZ,,Wellington,"Levin, Edinburgh St",1967
Aphididae,Aphis,Aphis nerii,Apocynaceae,Tweedia,Exotic,NZAC,,Wellington,"Levin, Dept of Ag",1951
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus fruticosus,Exotic,CNC,,Mid Canterbury,"Halswell, Fern Dr",2006
Aphididae,Macrosiphum,Macrosiphum euphorbiae,Apocynaceae,Hoya,Exotic,,,Auckland,PDD greenhouse,1957
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus fruticosus,Exotic,NZAC,,Auckland,Mount Albert,1956
Aphididae,Aphis,Aphis nerii,Apocynaceae,Araujia sericifera,Exotic,PANZ,,Auckland,Mount Albert,1977
Aphididae,Aulacorthum,Aulacorthum solani,Apocynaceae,Vinca major,Exotic,BMNH,,Mid Canterbury,Chirstchurch,
Aphididae,Cavariella,Cavariella aegopodii,Apocynaceae,Vinca,Exotic,NZAC,,Mid Canterbury,Christchurch,1922
Aphididae,Brachycaudus,Brachycaudus helichrysi,Apocynaceae,Tweedia,Exotic,NZAC,,Auckland,Mt Albert,1953
Aphididae,Aphis,Aphis nerii,Apocynaceae,Tweedia caerulea,Exotic,NZAC,,Auckland,Glen Eden,1991
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,BMNH,,Auckland,Auckland,1938
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,BMNH,,Auckland,Auckland,1955
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Auckland,Auckland,1939
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Auckland,Auckland,1938
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Auckland,Auckland,1938
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Auckland,Auckland,1938
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Auckland,Auckland,1939
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,PFNZ,,Marlborough,Blenheim,1964
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus fruticosus,Exotic,MONZ,,Auckland,Auckland,1960
Aphididae,Aphis,Aphis nerii,Apocynaceae,Asclepias tuberosum,Exotic,PANZ,,Auckland,Auckland,1976
Aphididae,Aphis,Aphis nerii,Apocynaceae,Araujia sericifera,Exotic,PANZ,,Auckland,Auckland,1995
Aphididae,Aphis,Aphis nerii,Apocynaceae,Nerium oleander,Exotic,BMNH,,Auckland,Auckland,1921
Aphididae,Aphis,Aphis nerii,Apocynaceae,Nerium oleander,Exotic,NZAC,,Auckland,Auckland,1921
Aphididae,Aphis,Aphis nerii,Apocynaceae,Nerium oleander,Exotic,NZAC,,Auckland,Auckland,1921
Aphididae,Aphis,Aphis nerii,Apocynaceae,Nerium oleander,Exotic,NZAC,,Auckland,Auckland,
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus,Exotic,CNC,,Auckland,Owairaka,1947
Aphididae,Aphis,Aphis nerii,Apocynaceae,Hoya carnosa,Exotic,CNC,,Auckland,Owairaka,1953
Aphididae,Aphis,Aphis nerii,Apocynaceae,Asclepias,Exotic,NZAC,,Auckland,Owairaka,1947
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,PANZ,,Auckland,Grafton,1997
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,BMNH,,Nelson,Nelson,1930
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Nelson,Nelson,1930
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Nelson,Nelson,1930
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Nelson,Nelson,1930
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,NZAC,,Nelson,Nelson,1930
Aphididae,Aphis,Aphis gossypii,Apocynaceae,Gomphocarpus physocarpus,Exotic,PCNZ,,Wellington,Levin,1967
Aphididae,Aphis,Aphis gossypii,Apocynaceae,Araujia sericifera,Exotic,PCNZ,,Wellington,Levin,1966
Aphididae,Myzus,Myzus ornatus,Apocynaceae,Araujia sericifera,Exotic,PCNZ,,Wellington,Levin,1966
Aphididae,Aphis,Aphis nerii,Apocynaceae,Apocynaceae,Exotic,CNC,,Mid Canterbury,Ilam,1991
Aphididae,Aulacorthum,Aulacorthum solani,Apocynaceae,Apocynaceae,Exotic,CNC,,Mid Canterbury,Ilam,1991
Aphididae,Macrosiphum,Macrosiphum hellebori,Apocynaceae,Apocynaceae,Exotic,CNC,,Mid Canterbury,Ilam,1991
Aphididae,Aphis,Aphis nerii,Apocynaceae,Tweedia,Exotic,CNC,,Mid Canterbury,Ilam,1991
Aphididae,Aphis,Aphis nerii,Apocynaceae,Gomphocarpus physocarpus,Exotic,LUNZ,,Mid Canterbury,,1972
Coccidae,Ceroplastes,Ceroplastes sinensis,Apocynaceae,Vinca major,Exotic,NZAC,NZAC02013316,Auckland,"Auckland, Mt Albert",1993
Diaspididae,Aspidiotus,Aspidiotus nerii,Apocynaceae,Parsonsia,Indigenous,NZAC,NZAC02000410,Auckland,"Hauraki Gulf, Noises Is, Motuhoropapa I",1978
Diaspididae,Aspidiotus,Aspidiotus nerii,Apocynaceae,Parsonsia,Indigenous,NZAC,NZAC02000413,Auckland,"Hauraki Gulf, Noises Is, Motuhoropapa I",1978
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026544,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026555,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026565,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026609,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026622,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026625,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026629,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Hercinothrips,Hercinothrips bicinctus,Apocynaceae,Araujia sericifera,Exotic,NZAC,NZAC02026631,Auckland,"Howick, Half Moon Bay",2011
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Apocynaceae,Carissa macrocarpa,Exotic,NZAC,NZAC02025767,Auckland,Titirangi,1946
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Apocynaceae,Mandevilla,Exotic,NZAC,NZAC02025772,Auckland,Titirangi,1944
Thripidae,Heliothrips,Heliothrips haemorrhoidalis,Apocynaceae,Carissa macrocarpa,Exotic,NZAC,NZAC02025797,Auckland,Owairaka,1950
Aphididae,Aphis,Aphis aurantii,Aquifoliaceae,Ilex,Exotic,PCNZ,,Wellington,"Levin, Cambridge St",1973
Coccidae,Ceroplastes,Ceroplastes sinensis,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02013338,Auckland,"Auckland, Mt Albert",1999
Coccidae,Ceroplastes,Ceroplastes sinensis,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02013360,Auckland,"Auckland, Mt Albert",1999
Coccidae,Ceroplastes,Ceroplastes sinensis,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02013382,Auckland,"Auckland, Mt Albert",1999
Coccidae,Pulvinaria,Pulvinaria vitis,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02013724,Mid Canterbury,Christchurch,1960
Coccidae,Pulvinaria,Pulvinaria vitis,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02013746,Mid Canterbury,Christchurch,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02001067,Mid Canterbury,Christchurch,1949
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Aquifoliaceae,Ilex,Exotic,NZAC,NZAC02001070,Mid Canterbury,Christchurch,1949
