Insect family,Insect genus,Insect species,Plant family,Plant genus/species,Plant biostatus,Institute,Catalog number,Region,Locality,Year
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Eucalyptus microcorys,Exotic,NZAC,NZAC02002138,Auckland,"Auckland, Auckland Domain",2003
Diaspididae,Hemiberlesia,Hemiberlesia lataniae,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02000739,Auckland,"Auckland, Auckland Domain",2001
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001890,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001893,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001896,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001899,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001902,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02001789,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02001792,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02001795,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Callistemon,Exotic,NZAC,NZAC02001798,Auckland,"Auckland, Mt Albert Road",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Corymbia ficifolia,Exotic,NZAC,NZAC02001666,Wanganui,"Wanganui, Virginia Lake",2003
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis flexuosa,Exotic,NZAC,NZAC02008290,Auckland,"Auckland, Mt Wellington",2009
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis flexuosa,Exotic,NZAC,NZAC02008478,Auckland,"Auckland, Mt Wellington",2010
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis flexuosa,Exotic,NZAC,NZAC02008481,Auckland,"Auckland, Mt Wellington",2010
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02008243,North Canterbury,"Rangiora, Matawai Park",2009
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Melaleuca diosmifolia,Exotic,NZAC,NZAC02014363,Northland,"Mangonui, Butler Point",2007
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Kunzea ericoides,Endemic,NZAC,NZAC02000927,Auckland,"Waitakere Ra, Huia Dam",2003
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02000802,Northland,"Kerikeri, Kerikeri Rd",1990
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02008274,Auckland,"Auckland, Ellerslie",2009
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02002047,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02002050,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02002064,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02002067,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Melaleuca,Exotic,NZAC,NZAC02002132,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis,Exotic,NZAC,NZAC02002055,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis,Exotic,NZAC,NZAC02002058,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis,Exotic,NZAC,NZAC02002061,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Agonis,Exotic,NZAC,NZAC02002135,Auckland,"Auckland, Mt Albert",1999
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Lophostemon confertus,Exotic,NZAC,NZAC02007891,Auckland,"Auckland, Onehunga",2009
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Lophostemon confertus,Exotic,NZAC,NZAC02007892,Auckland,"Auckland, Onehunga",2009
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Lophostemon confertus,Exotic,NZAC,NZAC02007895,Auckland,"Auckland, Onehunga",2009
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02001905,Hawkes Bay,Havelock North,1992
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02002046,Hawkes Bay,Havelock North,1991
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02002049,Hawkes Bay,Havelock North,1991
Diaspididae,Pseudaulacaspis,Pseudaulacaspis eugeniae,Myrtaceae,Feijoa sellowiana,Exotic,NZAC,NZAC02002052,Hawkes Bay,Havelock North,1991
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Myrtus communis,Exotic,NZAC,NZAC02001058,Mid Canterbury,Christchurch,1915
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Myrtus,Exotic,NZAC,NZAC02001064,Mid Canterbury,Christchurch,1915
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001110,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001113,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001116,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001119,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001122,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Lophomyrtus obcordata,Endemic,NZAC,NZAC02001125,Nelson,Lee Valley,1960
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Metrosideros collina,Exotic,NZAC,NZAC02004065,Bay of Plenty,Tauranga,2005
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Lophomyrtus,Endemic,NZAC,NZAC02006891,Marlborough,Blenheim,2006
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Lophomyrtus,Endemic,NZAC,NZAC02006894,Marlborough,Blenheim,2006
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Lophomyrtus,Endemic,NZAC,NZAC02006897,Marlborough,Blenheim,2006
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Lophomyrtus,Endemic,NZAC,NZAC02006900,Marlborough,Blenheim,2006
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Metrosideros bartlettii,Endemic,NZAC,NZAC02008913,Northland,Kaitaia,2010
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001208,Nelson,Motueka,1922
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001211,Nelson,Motueka,1922
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001220,Nelson,Motueka,1922
Diaspididae,Parlatoria,Parlatoria fulleri,Myrtaceae,Callistemon citrinus,Exotic,NZAC,NZAC02007744,Hawkes Bay,Napier,2008
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001323,Dunedin,Oamaru,1913
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02003830,Dunedin,Oamaru,1913
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001316,Nelson,Nelson,1952
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001319,Nelson,Nelson,1952
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001322,Nelson,Nelson,1952
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001325,Nelson,Nelson,1952
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001328,Nelson,Nelson,1952
Diaspididae,Lindingaspis,Lindingaspis rossi,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02001331,Nelson,Nelson,1952
Diaspididae,Hemiberlesia,Hemiberlesia rapax,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02001107,,,1958
Diaspididae,Lepidosaphes,Lepidosaphes multipora,Myrtaceae,Eucalyptus regnans,Exotic,NZAC,NZAC02001217,,,1984
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006242,Auckland,"Auckland, Tamaki Campus, Landcare Research",2008
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004759,Taupo,"Kinleith area, Pouakani North forest block",1982
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004762,Taupo,"Kinleith area, Pouakani North forest block",1982
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004765,Taupo,"Kinleith area, Pouakani North forest block",1982
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004768,Taupo,"Kinleith area, Pouakani North forest block",1982
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006475,Bay of Plenty,"Motu R, Motu Falls Road [end], Paparangi",2007
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Kunzea ericoides,Endemic,NZAC,NZAC02004372,Auckland,"Tawharanui, Tawharanui Regional Park",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02002988,Fiordland,"Manapouri, Manapouri, Frazers Beach",2004
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005139,Wanganui,"Palmerston Nth, Massey University",1959
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005142,Wanganui,"Palmerston Nth, Massey University",1959
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005145,Wanganui,"Palmerston Nth, Massey University",1959
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Kunzea ericoides,Endemic,NZAC,NZAC02004738,Mid Canterbury,"Banks Peninsula, Hinewai Reserve",1999
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004402,Auckland,"Hunua Ra, Waharau Regional Park",2006
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004408,Auckland,"Hunua Ra, Waharau Regional Park",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004596,Marlborough Sounds,"Tuamarina, Waikakaho Valley",1997
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02002994,Fiordland,"Manapouri, Nth of Manapouri",2004
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02002853,Fiordland,"Manapouri, SR of Manapouri",2004
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02002850,Fiordland,"Manapouri, SR of Manapouri",2004
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02002985,Fiordland,"Manapouri, SR of Manapouri",2004
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus regnans,Exotic,NZAC,NZAC02002898,Gisborne,"Gisborne, Wharerata Forest",2004
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus regnans,Exotic,NZAC,NZAC02002901,Gisborne,"Gisborne, Wharerata Forest",2004
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02003983,Auckland,"Hauraki Gulf, Rangitoto I",2005
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005022,Auckland,"Auckland, Western Springs",1983
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005025,Auckland,"Auckland, Western Springs",1983
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005028,Auckland,"Auckland, Western Springs",1983
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005031,Auckland,"Auckland, Western Springs",1983
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004370,Auckland,"Auckland, Waikowhai Park",2006
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006847,Auckland,"Auckland, Waikowhai Park",2006
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006850,Auckland,"Auckland, Waikowhai Park",2006
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005032,Fiordland,"Monowai, Westend Station",1997
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004608,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004611,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005725,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005728,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005731,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005734,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005737,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005740,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005795,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005798,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005801,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005804,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005807,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005810,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005813,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006934,South Canterbury,"Geraldine, Gapes Valley",1946
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Kunzea ericoides,Endemic,NZAC,NZAC02004614,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Kunzea ericoides,Endemic,NZAC,NZAC02004617,Auckland,"Hauraki Gulf, Motuora I",2006
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004599,Fiordland,Manapouri Te Anau Rd,1997
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004593,Gisborne,"Tiniroto, Donaraille",1997
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004626,Dunedin,"Dunedin, Whare Flat",1997
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004623,Dunedin,"Invermay, Flagstaff",1997
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006916,Gisborne,"Wairoa, Frasertown",1952
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006919,Gisborne,"Wairoa, Frasertown",1952
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006922,Gisborne,"Wairoa, Frasertown",1952
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006925,Gisborne,"Wairoa, Frasertown",1952
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006889,Taranaki,Taranaki District,1947
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005014,Mid Canterbury,"Hinds R, Maronan",1949
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005017,Mid Canterbury,"Hinds R, Maronan",1949
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005020,Mid Canterbury,"Hinds R, Maronan",1950
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005023,Mid Canterbury,"Hinds R, Maronan",1950
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006892,Mid Canterbury,"Hinds R, Maronan",1950
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006895,Mid Canterbury,"Hinds R, Maronan",1949
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006898,Mid Canterbury,"Hinds R, Maronan",1950
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005034,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005037,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005040,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005043,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005046,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005049,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005052,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005055,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005058,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005061,Auckland,"Auckland, Otara",1975
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004605,Nelson,Marsden Valley,1997
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006907,South Canterbury,Orari Gorge,1942
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006910,South Canterbury,Orari Gorge,1942
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006913,South Canterbury,Orari Gorge,1942
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004602,Dunedin,Invermay,1997
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006931,Auckland,Auckland,1975
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005026,Gisborne,Ruatoria,1951
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006928,Gisborne,Ruatoria,1951
Eriococcidae,Eriococcus,Eriococcus campbelli,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02004620,Mid Canterbury,Lincoln,
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006901,South Canterbury,Orari R,1943
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02006904,South Canterbury,Orari R,1943
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005064,Dunedin,Dunedin,1971
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005121,Dunedin,Dunedin,1971
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005151,Nelson,Motueka,1939
Eriococcidae,Eriococcus,Eriococcus orariensis,Myrtaceae,Leptospermum scoparium,Indigenous,NZAC,NZAC02005029,Nelson,Nelson,1997
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005124,Nelson,Nelson,1971
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005127,Nelson,Nelson,1971
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005130,Nelson,Nelson,1966
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005133,Nelson,Nelson,1970
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005136,Nelson,Nelson,1970
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005154,Dunedin,Oamaru,1912
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005157,Dunedin,Oamaru,1912
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005160,Dunedin,Oamaru,1914
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005163,Dunedin,Oamaru,1914
Eriococcidae,Eriococcus,Eriococcus coriaceus,Myrtaceae,Eucalyptus,Exotic,NZAC,NZAC02005148,,,1939
Merothripidae,Merothrips,Merothrips brunneus,Myrtaceae,Leptospermum,Indigenous,NZAC,NZAC02025418,Westland,"Ross, Fergusons Scenic Reserve",1982
Phlaeothripidae,Baenothrips,Baenothrips moundi,Myrtaceae,Metrosideros excelsa,Endemic,NZAC,NZAC02020758,Coromandel,"Little Barrier Island, Lower Pohutukawa Flat",1975
